id,menu_id,name,price,description,ingredients
1655,230,Avocado Toast,21.18,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1656,230,Granola Yogurt Bowl,25.20,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1657,230,Paratha with Omelette,26.42,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1658,231,Avocado Toast,26.20,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1659,231,Beef Sausage Breakfast,15.39,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1660,231,Turkey Bacon & Eggs,23.82,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1661,231,Omelette with Cheese,13.24,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1662,231,Granola Yogurt Bowl,9.39,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1663,231,Paratha with Omelette,17.43,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1664,231,Pancakes with Maple Syrup,23.33,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1665,231,Scrambled Eggs Meal,25.87,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1666,231,Breakfast Burrito,28.01,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1667,231,French Toast,14.87,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1668,232,Turkey Bacon & Eggs,5.52,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1669,232,Avocado Toast,20.77,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1670,232,French Toast,29.77,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1671,232,Breakfast Burrito,28.62,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1672,232,Scrambled Eggs Meal,25.92,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1673,232,Pancakes with Maple Syrup,20.95,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1674,232,Beef Sausage Breakfast,18.62,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1675,232,Omelette with Cheese,19.23,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1676,232,Granola Yogurt Bowl,25.03,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1677,232,Paratha with Omelette,28.36,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1678,233,Beef Sausage Breakfast,24.27,A delicious beef sausage breakfast prepared fresh.,"Salt, Pepper, Oil"
1679,233,Omelette with Cheese,29.68,A delicious omelette with cheese prepared fresh.,"Salt, Pepper, Oil"
1680,233,Pancakes with Maple Syrup,9.28,A delicious pancakes with maple syrup prepared fresh.,"Salt, Pepper, Oil"
1681,233,Avocado Toast,11.80,A delicious avocado toast prepared fresh.,"Salt, Pepper, Oil"
1682,233,Turkey Bacon & Eggs,19.72,A delicious turkey bacon & eggs prepared fresh.,"Salt, Pepper, Oil"
1683,233,Paratha with Omelette,12.59,A delicious paratha with omelette prepared fresh.,"Salt, Pepper, Oil"
1684,233,Breakfast Burrito,15.96,A delicious breakfast burrito prepared fresh.,"Salt, Pepper, Oil"
1685,233,French Toast,13.51,A delicious french toast prepared fresh.,"Salt, Pepper, Oil"
1686,233,Granola Yogurt Bowl,12.89,A delicious granola yogurt bowl prepared fresh.,"Salt, Pepper, Oil"
1687,233,Scrambled Eggs Meal,27.71,A delicious scrambled eggs meal prepared fresh.,"Salt, Pepper, Oil"
1688,234,Veggie Supreme Pizza,12.87,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1689,234,BBQ Chicken Pizza,16.94,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1690,234,Spicy Chicken Fajita Pizza,6.84,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1691,234,Margherita Pizza,23.67,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1692,234,Mushroom Alfredo Pizza,26.81,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1693,234,Mediterranean Olive Pizza,22.63,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1694,234,Hawaiian Pizza,9.50,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1695,234,Tandoori Chicken Pizza,28.10,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1696,234,Pepperoni Pizza,11.29,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1697,234,Four-Cheese Pizza,13.99,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1698,235,Margherita Pizza,27.99,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1699,235,Tandoori Chicken Pizza,27.70,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1700,235,Hawaiian Pizza,27.46,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1701,235,Pepperoni Pizza,23.23,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1702,235,Veggie Supreme Pizza,29.76,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1703,235,Spicy Chicken Fajita Pizza,12.32,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1704,235,Mushroom Alfredo Pizza,26.19,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1705,235,Four-Cheese Pizza,25.95,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1706,235,BBQ Chicken Pizza,14.98,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1707,235,Mediterranean Olive Pizza,19.26,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1708,236,Mushroom Alfredo Pizza,13.78,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1709,236,Pepperoni Pizza,7.38,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1710,236,Spicy Chicken Fajita Pizza,13.65,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1711,236,Hawaiian Pizza,5.54,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1712,236,Margherita Pizza,12.52,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1713,236,BBQ Chicken Pizza,19.93,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1714,236,Veggie Supreme Pizza,6.33,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1715,236,Four-Cheese Pizza,24.90,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1716,236,Tandoori Chicken Pizza,25.53,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1717,236,Mediterranean Olive Pizza,18.14,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1718,237,Mushroom Alfredo Pizza,10.14,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1719,237,Veggie Supreme Pizza,19.50,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1720,237,Tandoori Chicken Pizza,8.75,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1721,237,Mediterranean Olive Pizza,20.77,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1722,237,Hawaiian Pizza,16.44,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1723,237,Pepperoni Pizza,6.21,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1724,237,BBQ Chicken Pizza,27.29,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1725,237,Spicy Chicken Fajita Pizza,8.22,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1726,237,Margherita Pizza,22.17,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1727,237,Four-Cheese Pizza,11.90,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1728,238,Pepperoni Pizza,24.58,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1729,238,Four-Cheese Pizza,18.87,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1730,238,Margherita Pizza,5.25,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1731,238,Spicy Chicken Fajita Pizza,18.03,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1732,238,Tandoori Chicken Pizza,10.10,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1733,238,Hawaiian Pizza,12.76,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1734,238,Mediterranean Olive Pizza,6.06,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1735,238,BBQ Chicken Pizza,13.97,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1736,238,Mushroom Alfredo Pizza,16.02,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1737,238,Veggie Supreme Pizza,17.56,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1738,239,Pepperoni Pizza,25.18,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1739,239,BBQ Chicken Pizza,13.93,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1740,239,Mediterranean Olive Pizza,6.73,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1741,239,Four-Cheese Pizza,27.53,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1742,239,Veggie Supreme Pizza,25.54,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1743,239,Mushroom Alfredo Pizza,9.78,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1744,239,Spicy Chicken Fajita Pizza,23.69,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1745,239,Hawaiian Pizza,21.49,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1746,239,Tandoori Chicken Pizza,27.57,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1747,239,Margherita Pizza,21.56,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1748,240,Tandoori Chicken Pizza,29.44,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1749,240,Pepperoni Pizza,13.32,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1750,240,Mushroom Alfredo Pizza,24.56,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1751,240,Mediterranean Olive Pizza,24.68,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1752,240,Spicy Chicken Fajita Pizza,26.92,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1753,240,Hawaiian Pizza,26.03,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1754,240,Margherita Pizza,29.55,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1755,240,BBQ Chicken Pizza,24.57,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1756,240,Veggie Supreme Pizza,25.62,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1757,240,Four-Cheese Pizza,28.13,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1758,241,Margherita Pizza,5.59,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1759,241,Four-Cheese Pizza,8.08,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1760,241,Mediterranean Olive Pizza,19.15,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1761,241,Hawaiian Pizza,26.40,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1762,241,Mushroom Alfredo Pizza,15.71,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1763,241,Pepperoni Pizza,23.98,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1764,241,Spicy Chicken Fajita Pizza,15.33,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1765,241,Veggie Supreme Pizza,23.65,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1766,241,Tandoori Chicken Pizza,14.22,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1767,241,BBQ Chicken Pizza,17.60,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1768,242,Hawaiian Pizza,6.73,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1769,242,Tandoori Chicken Pizza,23.61,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1770,242,BBQ Chicken Pizza,20.34,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1771,242,Pepperoni Pizza,11.32,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1772,242,Margherita Pizza,20.54,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1773,242,Mushroom Alfredo Pizza,27.22,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1774,242,Four-Cheese Pizza,6.17,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1775,242,Veggie Supreme Pizza,12.74,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1776,242,Mediterranean Olive Pizza,14.83,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1777,242,Spicy Chicken Fajita Pizza,26.62,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1778,243,Hawaiian Pizza,22.97,A delicious hawaiian pizza prepared fresh.,"Salt, Pepper, Oil"
1779,243,Mushroom Alfredo Pizza,6.97,A delicious mushroom alfredo pizza prepared fresh.,"Salt, Pepper, Oil"
1780,243,Four-Cheese Pizza,5.90,A delicious four-cheese pizza prepared fresh.,"Salt, Pepper, Oil"
1781,243,BBQ Chicken Pizza,20.32,A delicious bbq chicken pizza prepared fresh.,"Dough, BBQ Sauce, Chicken, Onion"
1782,243,Margherita Pizza,11.29,A delicious margherita pizza prepared fresh.,"Flour Dough, Tomatoes, Fresh Basil, Mozzarella Cheese"
1783,243,Pepperoni Pizza,26.25,A delicious pepperoni pizza prepared fresh.,"Flour Dough, Mozzarella, Pepperoni"
1784,243,Mediterranean Olive Pizza,24.46,A delicious mediterranean olive pizza prepared fresh.,"Salt, Pepper, Oil"
1785,243,Spicy Chicken Fajita Pizza,28.60,A delicious spicy chicken fajita pizza prepared fresh.,"Salt, Pepper, Oil"
1786,243,Veggie Supreme Pizza,7.07,A delicious veggie supreme pizza prepared fresh.,"Salt, Pepper, Oil"
1787,243,Tandoori Chicken Pizza,16.21,A delicious tandoori chicken pizza prepared fresh.,"Salt, Pepper, Oil"
1788,244,Mango Smoothie,23.81,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1789,244,Strawberry Milkshake,15.08,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1790,244,Iced Caramel Latte,25.18,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1791,244,Green Tea,10.79,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1792,244,Peach Iced Tea,6.53,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1793,244,Classic Lemonade,23.06,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1794,244,Mint Margarita,25.26,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1795,244,Cold Brew Coffee,7.86,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1796,244,Chocolate Shake,9.05,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1797,244,Fresh Lime Soda,28.87,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1798,245,Chocolate Shake,8.82,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1799,245,Mint Margarita,9.05,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1800,245,Classic Lemonade,5.79,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1801,245,Mango Smoothie,7.24,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1802,245,Fresh Lime Soda,27.61,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1803,245,Peach Iced Tea,12.55,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1804,245,Cold Brew Coffee,6.01,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1805,245,Strawberry Milkshake,26.45,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1806,245,Green Tea,13.28,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1807,245,Iced Caramel Latte,22.88,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1808,246,Chocolate Shake,20.32,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1809,246,Peach Iced Tea,5.56,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1810,246,Fresh Lime Soda,16.81,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1811,246,Classic Lemonade,19.16,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1812,246,Green Tea,14.09,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1813,246,Strawberry Milkshake,23.62,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1814,246,Mango Smoothie,26.49,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1815,246,Cold Brew Coffee,22.20,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1816,246,Mint Margarita,28.80,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1817,246,Iced Caramel Latte,17.54,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1818,247,Classic Lemonade,23.25,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1819,247,Strawberry Milkshake,28.57,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1820,247,Mint Margarita,24.57,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1821,247,Green Tea,13.93,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1822,247,Peach Iced Tea,22.54,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1823,247,Fresh Lime Soda,12.06,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1824,247,Chocolate Shake,10.97,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1825,247,Mango Smoothie,20.49,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1826,247,Cold Brew Coffee,17.75,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1827,247,Iced Caramel Latte,5.57,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1828,248,Iced Caramel Latte,5.50,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1829,248,Mint Margarita,8.99,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1830,248,Chocolate Shake,5.77,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1831,248,Classic Lemonade,25.09,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1832,248,Cold Brew Coffee,25.70,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1833,248,Peach Iced Tea,14.33,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1834,248,Fresh Lime Soda,21.29,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1835,248,Strawberry Milkshake,12.78,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1836,248,Mango Smoothie,10.13,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1837,248,Green Tea,23.73,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1838,249,Mango Smoothie,24.85,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1839,249,Peach Iced Tea,9.55,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1840,249,Green Tea,27.30,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1841,249,Chocolate Shake,21.97,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1842,249,Strawberry Milkshake,15.82,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1843,249,Classic Lemonade,6.86,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1844,249,Fresh Lime Soda,11.25,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1845,249,Mint Margarita,29.11,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1846,249,Iced Caramel Latte,6.53,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1847,249,Cold Brew Coffee,7.92,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1848,250,Iced Caramel Latte,13.35,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1849,250,Classic Lemonade,29.95,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1850,250,Mango Smoothie,17.95,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1851,250,Mint Margarita,27.18,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1852,250,Chocolate Shake,18.49,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1853,250,Fresh Lime Soda,8.00,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1854,250,Green Tea,18.64,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1855,250,Cold Brew Coffee,9.72,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1856,250,Strawberry Milkshake,29.44,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1857,250,Peach Iced Tea,17.75,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1858,251,Iced Caramel Latte,14.06,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1859,251,Classic Lemonade,7.47,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1860,251,Mango Smoothie,19.44,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1861,251,Peach Iced Tea,29.37,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1862,251,Cold Brew Coffee,7.50,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1863,251,Strawberry Milkshake,20.21,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1864,251,Fresh Lime Soda,11.60,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1865,251,Green Tea,17.36,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1866,251,Mint Margarita,28.33,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1867,251,Chocolate Shake,8.25,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1868,252,Cold Brew Coffee,18.83,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1869,252,Fresh Lime Soda,18.90,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1870,252,Chocolate Shake,14.56,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1871,252,Iced Caramel Latte,29.49,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1872,252,Strawberry Milkshake,28.29,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1873,252,Classic Lemonade,27.38,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1874,252,Peach Iced Tea,27.80,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1875,252,Green Tea,26.12,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1876,252,Mango Smoothie,16.87,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1877,252,Mint Margarita,21.53,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1878,253,Fresh Lime Soda,8.75,A delicious fresh lime soda prepared fresh.,"Salt, Pepper, Oil"
1879,253,Peach Iced Tea,13.22,A delicious peach iced tea prepared fresh.,"Salt, Pepper, Oil"
1880,253,Classic Lemonade,28.80,A delicious classic lemonade prepared fresh.,"Salt, Pepper, Oil"
1881,253,Green Tea,11.42,A delicious green tea prepared fresh.,"Salt, Pepper, Oil"
1882,253,Mint Margarita,18.08,A delicious mint margarita prepared fresh.,"Salt, Pepper, Oil"
1883,253,Cold Brew Coffee,29.83,A delicious cold brew coffee prepared fresh.,"Salt, Pepper, Oil"
1884,253,Iced Caramel Latte,17.57,A delicious iced caramel latte prepared fresh.,"Salt, Pepper, Oil"
1885,253,Strawberry Milkshake,10.33,A delicious strawberry milkshake prepared fresh.,"Salt, Pepper, Oil"
1886,253,Mango Smoothie,16.71,A delicious mango smoothie prepared fresh.,"Salt, Pepper, Oil"
1887,253,Chocolate Shake,12.60,A delicious chocolate shake prepared fresh.,"Salt, Pepper, Oil"
1888,254,Grilled Prawns,11.89,A delicious grilled prawns prepared fresh.,"Salt, Pepper, Oil"
1889,254,Peri Peri Grilled Wings,11.53,A delicious peri peri grilled wings prepared fresh.,"Salt, Pepper, Oil"
1890,254,Smoked Sausage Combo,26.70,A delicious smoked sausage combo prepared fresh.,"Salt, Pepper, Oil"
1891,254,BBQ Lamb Chops,7.47,A delicious bbq lamb chops prepared fresh.,"Salt, Pepper, Oil"
1892,254,Smoked Beef Ribs,11.24,A delicious smoked beef ribs prepared fresh.,"Salt, Pepper, Oil"
1893,254,Barbeque Chicken Tikka,18.36,A delicious barbeque chicken tikka prepared fresh.,"Salt, Pepper, Oil"
1894,254,Beef Steak Ribeye,29.11,A delicious beef steak ribeye prepared fresh.,"Salt, Pepper, Oil"
1895,254,Korean BBQ Short Ribs,13.51,A delicious korean bbq short ribs prepared fresh.,"Salt, Pepper, Oil"
1896,254,Grilled Chicken Breast,23.03,A delicious grilled chicken breast prepared fresh.,"Salt, Pepper, Oil"
1897,254,BBQ Platter Mix,22.87,A delicious bbq platter mix prepared fresh.,"Salt, Pepper, Oil"
1898,255,Grilled Chicken Breast,22.40,A delicious grilled chicken breast prepared fresh.,"Salt, Pepper, Oil"
1899,255,Peri Peri Grilled Wings,17.93,A delicious peri peri grilled wings prepared fresh.,"Salt, Pepper, Oil"
1900,255,Korean BBQ Short Ribs,24.16,A delicious korean bbq short ribs prepared fresh.,"Salt, Pepper, Oil"
1901,255,BBQ Platter Mix,10.13,A delicious bbq platter mix prepared fresh.,"Salt, Pepper, Oil"
1902,255,Grilled Prawns,11.85,A delicious grilled prawns prepared fresh.,"Salt, Pepper, Oil"
